date,department,category,subcategory,amount,currency,cost_type,budget_allocated,variance,variance_pct,approved_by,payment_status,notes
2024-12-22,Logistics,Maintenance,Maintenance,8516,USD,Fixed,9388,-872,-9.3,COO,Paid,Logistics - Maintenance expense
2024-12-22,Operations,Utilities,Utilities,10944,USD,Variable,11960,-1016,-8.5,Department_Head,Pending,Operations - Utilities expense
2024-12-22,Sales,Travel,Travel,5042,USD,Variable,5538,-496,-9.0,Manager,Overdue,Sales - Travel expense
2024-12-22,IT,Support,Support,10848,USD,Fixed,12187,-1339,-11.0,COO,Paid,IT - Support expense
2024-12-22,Logistics,Warehouse_Rent,Warehouse_Rent,9313,USD,Fixed,9224,89,1.0,CFO,Paid,Logistics - Warehouse_Rent expense
2024-12-23,Operations,Equipment,Vehicles,29364,USD,Capital,31824,-2460,-7.7,COO,Paid,Operations - Equipment expense
2024-12-23,Sales,Marketing_Materials,Marketing_Materials,11797,USD,Fixed,11644,153,1.3,COO,Approved,Sales - Marketing_Materials expense
2024-12-23,IT,Support,Support,2786,USD,Variable,2656,130,4.9,Manager,Approved,IT - Support expense
2024-12-23,IT,Cloud_Services,Subscription,3802,USD,Fixed,4344,-542,-12.5,Department_Head,Approved,IT - Cloud_Services expense
2024-12-23,Logistics,Fuel,Diesel,8900,USD,Variable,9197,-297,-3.2,Manager,Paid,Logistics - Fuel expense
2024-12-23,Logistics,Maintenance,Maintenance,2747,USD,Variable,2959,-212,-7.2,COO,Paid,Logistics - Maintenance expense
2024-12-24,Operations,Supplies,Supplies,1286,USD,Fixed,1241,45,3.6,CFO,Paid,Operations - Supplies expense
2024-12-24,Logistics,Warehouse_Rent,Warehouse_Rent,5035,USD,Variable,5132,-97,-1.9,Department_Head,Paid,Logistics - Warehouse_Rent expense
2024-12-24,HR,Benefits,Benefits,2468,USD,Fixed,2496,-28,-1.1,Department_Head,Overdue,HR - Benefits expense
2024-12-24,IT,Support,Support,9241,USD,Variable,10053,-812,-8.1,COO,Paid,IT - Support expense
2024-12-24,Sales,Travel,Travel,5064,USD,Fixed,5199,-135,-2.6,Department_Head,Paid,Sales - Travel expense
2024-12-25,Logistics,Driver_Salaries,Payroll,79209,USD,Fixed,85955,-6746,-7.8,Manager,Paid,Logistics - Driver_Salaries expense
2024-12-25,Logistics,Insurance,Insurance,4190,USD,Fixed,4558,-368,-8.1,CFO,Pending,Logistics - Insurance expense
2024-12-25,IT,Support,Support,4055,USD,Fixed,4015,40,1.0,Manager,Paid,IT - Support expense
2024-12-25,Marketing,Digital_Marketing,Digital_Marketing,6886,USD,Fixed,7077,-191,-2.7,Manager,Paid,Marketing - Digital_Marketing expense
2024-12-25,Operations,Equipment,Tools,22406,USD,Capital,23737,-1331,-5.6,COO,Paid,Operations - Equipment expense
2024-12-25,Operations,Utilities,Utilities,10839,USD,Fixed,11259,-420,-3.7,Manager,Approved,Operations - Utilities expense
2024-12-26,Sales,Commissions,Commissions,9345,USD,Variable,9546,-201,-2.1,CFO,Paid,Sales - Commissions expense
2024-12-26,Sales,Commissions,Commissions,5176,USD,Fixed,5250,-74,-1.4,COO,Paid,Sales - Commissions expense
2024-12-26,Logistics,Maintenance,Maintenance,9557,USD,Fixed,10067,-510,-5.1,COO,Paid,Logistics - Maintenance expense
2024-12-27,Logistics,Driver_Salaries,Payroll,71106,USD,Fixed,79047,-7941,-10.0,CFO,Paid,Logistics - Driver_Salaries expense
2024-12-27,Sales,Client_Entertainment,Client_Entertainment,1072,USD,Fixed,1168,-96,-8.2,CFO,Paid,Sales - Client_Entertainment expense
2024-12-27,Sales,Marketing_Materials,Marketing_Materials,3971,USD,Fixed,4213,-242,-5.7,Department_Head,Paid,Sales - Marketing_Materials expense
2024-12-27,IT,Cloud_Services,Subscription,6289,USD,Fixed,7204,-915,-12.7,Manager,Pending,IT - Cloud_Services expense
2024-12-27,Operations,Equipment,Vehicles,45080,USD,Capital,45036,44,0.1,Department_Head,Pending,Operations - Equipment expense
2024-12-28,Logistics,Fuel,Gasoline,14887,USD,Variable,14802,85,0.6,Department_Head,Paid,Logistics - Fuel expense
2024-12-28,Logistics,Fuel,Diesel,10369,USD,Variable,11509,-1140,-9.9,COO,Pending,Logistics - Fuel expense
2024-12-28,Operations,Supplies,Supplies,1109,USD,Variable,1214,-105,-8.6,CFO,Paid,Operations - Supplies expense
2024-12-28,Marketing,Events,Events,2028,USD,Variable,2302,-274,-11.9,Department_Head,Overdue,Marketing - Events expense
2024-12-28,HR,Training,Training,9166,USD,Variable,9165,1,0.0,Department_Head,Pending,HR - Training expense
2024-12-29,HR,Recruitment,Recruitment,3785,USD,Fixed,3796,-11,-0.3,Department_Head,Paid,HR - Recruitment expense
2024-12-29,HR,Recruitment,Recruitment,8152,USD,Variable,8707,-555,-6.4,Department_Head,Paid,HR - Recruitment expense
2024-12-30,HR,Benefits,Benefits,6518,USD,Fixed,6482,36,0.6,Department_Head,Paid,HR - Benefits expense
2024-12-30,Sales,Commissions,Commissions,9064,USD,Variable,9197,-133,-1.4,COO,Paid,Sales - Commissions expense
2024-12-30,Marketing,Advertising,Advertising,4599,USD,Fixed,4395,204,4.6,CFO,Pending,Marketing - Advertising expense
2024-12-30,Sales,Client_Entertainment,Client_Entertainment,5229,USD,Fixed,5667,-438,-7.7,Department_Head,Paid,Sales - Client_Entertainment expense
2024-12-31,Operations,Supplies,Supplies,6610,USD,Fixed,6863,-253,-3.7,Department_Head,Paid,Operations - Supplies expense
2024-12-31,Sales,Marketing_Materials,Marketing_Materials,1806,USD,Variable,1955,-149,-7.6,Department_Head,Paid,Sales - Marketing_Materials expense
2024-12-31,IT,Software_Licenses,Subscription,2960,USD,Fixed,3268,-308,-9.4,COO,Paid,IT - Software_Licenses expense
2024-12-31,Logistics,Maintenance,Maintenance,4656,USD,Variable,4743,-87,-1.8,Manager,Paid,Logistics - Maintenance expense
2024-12-31,IT,Support,Support,8822,USD,Fixed,9570,-748,-7.8,CFO,Paid,IT - Support expense
2025-01-01,Operations,Contract_Services,Contract_Services,11392,USD,Variable,11837,-445,-3.8,COO,Paid,Operations - Contract_Services expense
2025-01-01,HR,Benefits,Benefits,11072,USD,Variable,11134,-62,-0.6,Department_Head,Paid,HR - Benefits expense
2025-01-01,Marketing,Events,Events,9636,USD,Fixed,10493,-857,-8.2,Department_Head,Paid,Marketing - Events expense
2025-01-02,Sales,Commissions,Commissions,3703,USD,Fixed,4051,-348,-8.6,Manager,Paid,Sales - Commissions expense
2025-01-02,Logistics,Driver_Salaries,Payroll,48559,USD,Fixed,55323,-6764,-12.2,Department_Head,Paid,Logistics - Driver_Salaries expense
2025-01-02,HR,Salaries,Payroll,58833,USD,Fixed,63103,-4270,-6.8,Department_Head,Paid,HR - Salaries expense
2025-01-02,Sales,Travel,Travel,10299,USD,Variable,10258,41,0.4,COO,Overdue,Sales - Travel expense
2025-01-02,Marketing,Events,Events,1961,USD,Variable,1909,52,2.7,Department_Head,Pending,Marketing - Events expense
2025-01-02,IT,Cloud_Services,Subscription,2082,USD,Fixed,2173,-91,-4.2,Manager,Paid,IT - Cloud_Services expense
2025-01-03,IT,Software_Licenses,Subscription,2564,USD,Fixed,2755,-191,-6.9,CFO,Pending,IT - Software_Licenses expense
2025-01-03,HR,Recruitment,Recruitment,10005,USD,Variable,10650,-645,-6.1,CFO,Pending,HR - Recruitment expense
2025-01-04,Logistics,Fuel,Diesel,12651,USD,Variable,14087,-1436,-10.2,Manager,Pending,Logistics - Fuel expense
2025-01-04,Logistics,Maintenance,Maintenance,10632,USD,Fixed,12049,-1417,-11.8,CFO,Paid,Logistics - Maintenance expense
2025-01-04,Sales,Marketing_Materials,Marketing_Materials,6981,USD,Variable,7442,-461,-6.2,COO,Pending,Sales - Marketing_Materials expense
2025-01-04,Logistics,Maintenance,Maintenance,6810,USD,Variable,7632,-822,-10.8,Department_Head,Overdue,Logistics - Maintenance expense
2025-01-04,Logistics,Maintenance,Maintenance,4003,USD,Fixed,4411,-408,-9.2,CFO,Paid,Logistics - Maintenance expense
2025-01-04,IT,Hardware,Hardware,4781,USD,Fixed,5019,-238,-4.7,Manager,Paid,IT - Hardware expense
2025-01-05,Marketing,Digital_Marketing,Digital_Marketing,10512,USD,Variable,10077,435,4.3,COO,Paid,Marketing - Digital_Marketing expense
2025-01-05,Logistics,Maintenance,Maintenance,1460,USD,Variable,1657,-197,-11.9,COO,Approved,Logistics - Maintenance expense
2025-01-05,Logistics,Insurance,Insurance,2160,USD,Variable,2351,-191,-8.1,CFO,Paid,Logistics - Insurance expense
2025-01-05,Sales,Marketing_Materials,Marketing_Materials,4744,USD,Fixed,5428,-684,-12.6,COO,Pending,Sales - Marketing_Materials expense
2025-01-06,Logistics,Fuel,Diesel,14040,USD,Variable,13377,663,5.0,Department_Head,Paid,Logistics - Fuel expense
2025-01-06,IT,Support,Support,10592,USD,Fixed,10887,-295,-2.7,Department_Head,Paid,IT - Support expense
2025-01-07,Logistics,Maintenance,Maintenance,11629,USD,Fixed,11371,258,2.3,CFO,Paid,Logistics - Maintenance expense
2025-01-07,HR,Salaries,Payroll,61172,USD,Fixed,64357,-3185,-4.9,Department_Head,Pending,HR - Salaries expense
2025-01-08,Marketing,PR,PR,5249,USD,Variable,5051,198,3.9,CFO,Paid,Marketing - PR expense
2025-01-08,HR,Recruitment,Recruitment,5214,USD,Fixed,5250,-36,-0.7,CFO,Paid,HR - Recruitment expense
2025-01-08,Operations,Utilities,Utilities,3592,USD,Variable,4107,-515,-12.5,CFO,Paid,Operations - Utilities expense
2025-01-08,Logistics,Maintenance,Maintenance,8093,USD,Variable,8433,-340,-4.0,Department_Head,Pending,Logistics - Maintenance expense
2025-01-08,Operations,Equipment,Machinery,32037,USD,Capital,32733,-696,-2.1,COO,Paid,Operations - Equipment expense
2025-01-09,Operations,Equipment,Vehicles,28006,USD,Capital,31287,-3281,-10.5,Manager,Pending,Operations - Equipment expense
2025-01-09,Sales,Marketing_Materials,Marketing_Materials,7775,USD,Fixed,7771,4,0.1,COO,Paid,Sales - Marketing_Materials expense
2025-01-09,Operations,Supplies,Supplies,6750,USD,Variable,7193,-443,-6.2,Manager,Paid,Operations - Supplies expense
2025-01-10,Marketing,Advertising,Advertising,10562,USD,Variable,10535,27,0.3,COO,Paid,Marketing - Advertising expense
2025-01-10,HR,Training,Training,6238,USD,Variable,7128,-890,-12.5,Manager,Pending,HR - Training expense
2025-01-10,Operations,Utilities,Utilities,9759,USD,Fixed,9589,170,1.8,COO,Paid,Operations - Utilities expense
2025-01-11,HR,Salaries,Payroll,72372,USD,Fixed,76847,-4475,-5.8,Department_Head,Pending,HR - Salaries expense
2025-01-11,Operations,Supplies,Supplies,9041,USD,Fixed,9673,-632,-6.5,COO,Paid,Operations - Supplies expense
2025-01-12,Operations,Contract_Services,Contract_Services,5963,USD,Variable,6536,-573,-8.8,Manager,Paid,Operations - Contract_Services expense
2025-01-12,Logistics,Maintenance,Maintenance,4034,USD,Fixed,3872,162,4.2,COO,Paid,Logistics - Maintenance expense
2025-01-13,Logistics,Warehouse_Rent,Warehouse_Rent,8028,USD,Variable,8894,-866,-9.7,Department_Head,Paid,Logistics - Warehouse_Rent expense
2025-01-13,Marketing,Events,Events,7929,USD,Variable,8781,-852,-9.7,CFO,Paid,Marketing - Events expense
2025-01-13,Logistics,Maintenance,Maintenance,11423,USD,Variable,12698,-1275,-10.0,CFO,Pending,Logistics - Maintenance expense
2025-01-13,Sales,Travel,Travel,9155,USD,Fixed,8852,303,3.4,COO,Approved,Sales - Travel expense
2025-01-13,Logistics,Fuel,Diesel,10909,USD,Variable,11536,-627,-5.4,Department_Head,Overdue,Logistics - Fuel expense
2025-01-13,Operations,Utilities,Utilities,10029,USD,Variable,11285,-1256,-11.1,CFO,Pending,Operations - Utilities expense
2025-01-14,Marketing,Events,Events,4037,USD,Fixed,3879,158,4.1,Manager,Pending,Marketing - Events expense
2025-01-14,Marketing,PR,PR,7419,USD,Variable,8229,-810,-9.8,Manager,Paid,Marketing - PR expense
2025-01-14,Logistics,Warehouse_Rent,Warehouse_Rent,5832,USD,Fixed,5589,243,4.3,CFO,Pending,Logistics - Warehouse_Rent expense
2025-01-15,Sales,Client_Entertainment,Client_Entertainment,8669,USD,Variable,8340,329,3.9,COO,Overdue,Sales - Client_Entertainment expense
2025-01-15,Marketing,PR,PR,1157,USD,Variable,1324,-167,-12.6,COO,Paid,Marketing - PR expense
2025-01-15,Marketing,Advertising,Advertising,4998,USD,Variable,4815,183,3.8,CFO,Approved,Marketing - Advertising expense
2025-01-15,Sales,Commissions,Commissions,3234,USD,Variable,3368,-134,-4.0,CFO,Paid,Sales - Commissions expense
2025-01-15,Logistics,Warehouse_Rent,Warehouse_Rent,7415,USD,Variable,7612,-197,-2.6,Department_Head,Paid,Logistics - Warehouse_Rent expense
2025-01-16,IT,Cloud_Services,Subscription,3373,USD,Fixed,3331,42,1.3,Department_Head,Paid,IT - Cloud_Services expense
2025-01-16,Marketing,Events,Events,3990,USD,Fixed,4512,-522,-11.6,Department_Head,Approved,Marketing - Events expense
2025-01-16,Sales,Marketing_Materials,Marketing_Materials,7852,USD,Fixed,8289,-437,-5.3,COO,Paid,Sales - Marketing_Materials expense
2025-01-17,Marketing,Advertising,Advertising,3270,USD,Variable,3174,96,3.0,CFO,Pending,Marketing - Advertising expense
2025-01-17,Operations,Supplies,Supplies,9484,USD,Fixed,10552,-1068,-10.1,CFO,Overdue,Operations - Supplies expense
2025-01-17,IT,Hardware,Hardware,4932,USD,Variable,5307,-375,-7.1,Department_Head,Paid,IT - Hardware expense
2025-01-17,Marketing,Digital_Marketing,Digital_Marketing,9599,USD,Variable,10016,-417,-4.2,CFO,Paid,Marketing - Digital_Marketing expense
2025-01-17,Operations,Utilities,Utilities,8794,USD,Fixed,9692,-898,-9.3,Department_Head,Paid,Operations - Utilities expense
2025-01-17,Logistics,Fuel,Gasoline,12295,USD,Variable,13971,-1676,-12.0,Department_Head,Approved,Logistics - Fuel expense
2025-01-18,Logistics,Fuel,Diesel,12322,USD,Variable,12768,-446,-3.5,Manager,Approved,Logistics - Fuel expense
2025-01-18,Operations,Equipment,Tools,33780,USD,Capital,34002,-222,-0.7,CFO,Paid,Operations - Equipment expense
2025-01-19,IT,Support,Support,8425,USD,Fixed,8440,-15,-0.2,Manager,Paid,IT - Support expense
2025-01-19,Sales,Travel,Travel,11098,USD,Variable,11324,-226,-2.0,Department_Head,Paid,Sales - Travel expense
2025-01-19,Marketing,Digital_Marketing,Digital_Marketing,9829,USD,Variable,9895,-66,-0.7,Department_Head,Pending,Marketing - Digital_Marketing expense
2025-01-20,HR,Salaries,Payroll,75534,USD,Fixed,77667,-2133,-2.7,CFO,Paid,HR - Salaries expense
2025-01-20,Logistics,Driver_Salaries,Payroll,52281,USD,Fixed,57769,-5488,-9.5,CFO,Paid,Logistics - Driver_Salaries expense
2025-01-20,IT,Hardware,Hardware,4245,USD,Fixed,4058,187,4.6,CFO,Paid,IT - Hardware expense
2025-01-20,Sales,Travel,Travel,10999,USD,Variable,12508,-1509,-12.1,Department_Head,Pending,Sales - Travel expense
2025-01-20,IT,Hardware,Hardware,1770,USD,Fixed,1734,36,2.1,Department_Head,Overdue,IT - Hardware expense
2025-01-20,IT,Hardware,Hardware,7577,USD,Variable,7230,347,4.8,COO,Paid,IT - Hardware expense
2025-01-21,Sales,Client_Entertainment,Client_Entertainment,2785,USD,Fixed,3127,-342,-10.9,Manager,Pending,Sales - Client_Entertainment expense
2025-01-21,Operations,Utilities,Utilities,9663,USD,Fixed,9981,-318,-3.2,COO,Pending,Operations - Utilities expense
2025-01-21,Sales,Marketing_Materials,Marketing_Materials,9089,USD,Fixed,9835,-746,-7.6,COO,Approved,Sales - Marketing_Materials expense
2025-01-22,Logistics,Insurance,Insurance,11554,USD,Fixed,12475,-921,-7.4,CFO,Approved,Logistics - Insurance expense
2025-01-22,Sales,Commissions,Commissions,11056,USD,Fixed,12250,-1194,-9.7,COO,Paid,Sales - Commissions expense
2025-01-22,Marketing,Advertising,Advertising,11703,USD,Variable,11962,-259,-2.2,Manager,Paid,Marketing - Advertising expense
2025-01-22,Operations,Supplies,Supplies,8784,USD,Fixed,8543,241,2.8,Department_Head,Approved,Operations - Supplies expense
2025-01-22,Operations,Equipment,Machinery,41366,USD,Capital,43474,-2108,-4.8,Manager,Paid,Operations - Equipment expense
2025-01-22,Sales,Marketing_Materials,Marketing_Materials,2826,USD,Variable,2955,-129,-4.4,COO,Paid,Sales - Marketing_Materials expense
2025-01-23,IT,Hardware,Hardware,10974,USD,Variable,12502,-1528,-12.2,Manager,Paid,IT - Hardware expense
2025-01-23,IT,Software_Licenses,Subscription,7686,USD,Fixed,8823,-1137,-12.9,Department_Head,Pending,IT - Software_Licenses expense
2025-01-23,IT,Software_Licenses,Subscription,5099,USD,Fixed,5329,-230,-4.3,Department_Head,Paid,IT - Software_Licenses expense
2025-01-23,IT,Support,Support,3528,USD,Fixed,3954,-426,-10.8,COO,Paid,IT - Support expense
2025-01-23,Sales,Marketing_Materials,Marketing_Materials,10936,USD,Variable,10906,30,0.3,Manager,Paid,Sales - Marketing_Materials expense
2025-01-23,IT,Software_Licenses,Subscription,3566,USD,Fixed,3914,-348,-8.9,CFO,Paid,IT - Software_Licenses expense
2025-01-24,Logistics,Insurance,Insurance,9406,USD,Fixed,10165,-759,-7.5,Department_Head,Paid,Logistics - Insurance expense
2025-01-24,Logistics,Insurance,Insurance,4634,USD,Fixed,5252,-618,-11.8,Department_Head,Approved,Logistics - Insurance expense
2025-01-24,Sales,Travel,Travel,2470,USD,Fixed,2784,-314,-11.3,CFO,Paid,Sales - Travel expense
2025-01-24,Logistics,Insurance,Insurance,11491,USD,Fixed,12916,-1425,-11.0,Manager,Paid,Logistics - Insurance expense
2025-01-24,Logistics,Warehouse_Rent,Warehouse_Rent,9000,USD,Fixed,10294,-1294,-12.6,CFO,Paid,Logistics - Warehouse_Rent expense
2025-01-25,Marketing,Advertising,Advertising,6910,USD,Variable,7866,-956,-12.2,CFO,Pending,Marketing - Advertising expense
2025-01-25,Operations,Supplies,Supplies,2789,USD,Variable,3168,-379,-12.0,Manager,Paid,Operations - Supplies expense
2025-01-26,Operations,Equipment,Vehicles,16995,USD,Capital,17923,-928,-5.2,CFO,Overdue,Operations - Equipment expense
2025-01-26,Marketing,Digital_Marketing,Digital_Marketing,10675,USD,Variable,11601,-926,-8.0,COO,Paid,Marketing - Digital_Marketing expense
2025-01-27,IT,Cloud_Services,Subscription,3440,USD,Fixed,3482,-42,-1.2,Department_Head,Pending,IT - Cloud_Services expense
2025-01-27,Marketing,PR,PR,6911,USD,Variable,6633,278,4.2,Department_Head,Pending,Marketing - PR expense
2025-01-27,Marketing,Events,Events,5639,USD,Variable,5462,177,3.2,CFO,Paid,Marketing - Events expense
2025-01-27,HR,Benefits,Benefits,4404,USD,Fixed,4947,-543,-11.0,COO,Paid,HR - Benefits expense
2025-01-27,Operations,Contract_Services,Contract_Services,7607,USD,Variable,8495,-888,-10.5,COO,Paid,Operations - Contract_Services expense
2025-01-27,IT,Cloud_Services,Subscription,4695,USD,Fixed,4865,-170,-3.5,Department_Head,Paid,IT - Cloud_Services expense
2025-01-28,HR,Benefits,Benefits,2456,USD,Variable,2556,-100,-3.9,Department_Head,Paid,HR - Benefits expense
2025-01-28,Operations,Supplies,Supplies,10081,USD,Variable,10801,-720,-6.7,CFO,Paid,Operations - Supplies expense
2025-01-28,Operations,Supplies,Supplies,8871,USD,Fixed,9581,-710,-7.4,COO,Paid,Operations - Supplies expense
2025-01-28,Logistics,Warehouse_Rent,Warehouse_Rent,7752,USD,Variable,7909,-157,-2.0,Department_Head,Paid,Logistics - Warehouse_Rent expense
2025-01-29,HR,Training,Training,2099,USD,Fixed,2220,-121,-5.5,COO,Paid,HR - Training expense
2025-01-29,HR,Salaries,Payroll,63046,USD,Fixed,60130,2916,4.8,COO,Paid,HR - Salaries expense
2025-01-30,IT,Hardware,Hardware,6479,USD,Fixed,7312,-833,-11.4,Manager,Paid,IT - Hardware expense
2025-01-30,Marketing,Advertising,Advertising,7101,USD,Variable,6956,145,2.1,Department_Head,Approved,Marketing - Advertising expense
2025-01-30,Sales,Travel,Travel,3203,USD,Variable,3269,-66,-2.0,CFO,Paid,Sales - Travel expense
2025-01-30,Marketing,Events,Events,2190,USD,Variable,2514,-324,-12.9,Department_Head,Pending,Marketing - Events expense
2025-01-30,Operations,Contract_Services,Contract_Services,4174,USD,Fixed,4525,-351,-7.8,Department_Head,Pending,Operations - Contract_Services expense
2025-01-31,Marketing,Events,Events,8619,USD,Fixed,9904,-1285,-13.0,Department_Head,Paid,Marketing - Events expense
2025-01-31,IT,Software_Licenses,Subscription,5608,USD,Fixed,6023,-415,-6.9,Manager,Paid,IT - Software_Licenses expense
2025-01-31,Marketing,Events,Events,9089,USD,Fixed,9466,-377,-4.0,Department_Head,Paid,Marketing - Events expense
2025-01-31,Marketing,Digital_Marketing,Digital_Marketing,5849,USD,Variable,5691,158,2.8,CFO,Paid,Marketing - Digital_Marketing expense
2025-01-31,Marketing,Digital_Marketing,Digital_Marketing,3213,USD,Fixed,3648,-435,-11.9,Department_Head,Pending,Marketing - Digital_Marketing expense
2025-02-01,HR,Benefits,Benefits,1776,USD,Variable,1811,-35,-1.9,Department_Head,Pending,HR - Benefits expense
2025-02-01,IT,Hardware,Hardware,2772,USD,Fixed,3032,-260,-8.6,CFO,Approved,IT - Hardware expense
2025-02-01,Logistics,Fuel,Diesel,10485,USD,Variable,10968,-483,-4.4,COO,Overdue,Logistics - Fuel expense
2025-02-01,HR,Recruitment,Recruitment,5785,USD,Variable,5856,-71,-1.2,Manager,Paid,HR - Recruitment expense
2025-02-01,Logistics,Insurance,Insurance,5592,USD,Variable,6314,-722,-11.4,Manager,Paid,Logistics - Insurance expense
2025-02-02,Sales,Travel,Travel,9611,USD,Fixed,10356,-745,-7.2,Manager,Paid,Sales - Travel expense
2025-02-02,Marketing,Advertising,Advertising,2833,USD,Variable,2970,-137,-4.6,COO,Paid,Marketing - Advertising expense
2025-02-02,Sales,Commissions,Commissions,1101,USD,Variable,1180,-79,-6.7,Manager,Paid,Sales - Commissions expense
2025-02-03,Sales,Marketing_Materials,Marketing_Materials,10028,USD,Fixed,9917,111,1.1,Manager,Paid,Sales - Marketing_Materials expense
2025-02-03,HR,Training,Training,7428,USD,Variable,7775,-347,-4.5,CFO,Paid,HR - Training expense
2025-02-03,Operations,Equipment,Vehicles,37701,USD,Capital,35955,1746,4.9,COO,Approved,Operations - Equipment expense
2025-02-03,Operations,Supplies,Supplies,1695,USD,Fixed,1947,-252,-12.9,COO,Paid,Operations - Supplies expense
2025-02-03,Operations,Equipment,Tools,47415,USD,Capital,52584,-5169,-9.8,CFO,Paid,Operations - Equipment expense
2025-02-03,Logistics,Insurance,Insurance,5860,USD,Variable,6651,-791,-11.9,Department_Head,Paid,Logistics - Insurance expense
2025-02-04,HR,Salaries,Payroll,56680,USD,Fixed,55068,1612,2.9,Department_Head,Pending,HR - Salaries expense
2025-02-04,HR,Salaries,Payroll,75637,USD,Fixed,77928,-2291,-2.9,Manager,Paid,HR - Salaries expense
2025-02-04,Marketing,Advertising,Advertising,3045,USD,Fixed,2915,130,4.5,Department_Head,Paid,Marketing - Advertising expense
2025-02-04,IT,Hardware,Hardware,9864,USD,Variable,9988,-124,-1.2,Manager,Pending,IT - Hardware expense
2025-02-05,Operations,Supplies,Supplies,1091,USD,Fixed,1245,-154,-12.4,Department_Head,Paid,Operations - Supplies expense
2025-02-05,HR,Recruitment,Recruitment,5057,USD,Variable,5105,-48,-0.9,CFO,Paid,HR - Recruitment expense
2025-02-05,Logistics,Maintenance,Maintenance,3436,USD,Fixed,3752,-316,-8.4,COO,Paid,Logistics - Maintenance expense
2025-02-05,Sales,Marketing_Materials,Marketing_Materials,1137,USD,Variable,1298,-161,-12.4,COO,Paid,Sales - Marketing_Materials expense
2025-02-06,Marketing,Events,Events,11463,USD,Variable,11845,-382,-3.2,CFO,Paid,Marketing - Events expense
2025-02-06,Logistics,Fuel,Diesel,13477,USD,Variable,14082,-605,-4.3,CFO,Paid,Logistics - Fuel expense
2025-02-07,Marketing,Digital_Marketing,Digital_Marketing,6517,USD,Variable,6341,176,2.8,CFO,Paid,Marketing - Digital_Marketing expense
2025-02-07,Logistics,Insurance,Insurance,11338,USD,Variable,12710,-1372,-10.8,Department_Head,Paid,Logistics - Insurance expense
2025-02-07,Marketing,Digital_Marketing,Digital_Marketing,4220,USD,Variable,4680,-460,-9.8,Manager,Paid,Marketing - Digital_Marketing expense
2025-02-07,HR,Salaries,Payroll,67006,USD,Fixed,75579,-8573,-11.3,Manager,Paid,HR - Salaries expense
2025-02-07,Sales,Commissions,Commissions,8507,USD,Fixed,9404,-897,-9.5,CFO,Paid,Sales - Commissions expense
2025-02-08,Sales,Travel,Travel,11670,USD,Variable,13015,-1345,-10.3,COO,Pending,Sales - Travel expense
2025-02-08,Logistics,Fuel,Gasoline,11037,USD,Variable,10548,489,4.6,COO,Paid,Logistics - Fuel expense
2025-02-09,Operations,Utilities,Utilities,1022,USD,Fixed,1071,-49,-4.6,CFO,Paid,Operations - Utilities expense
2025-02-09,HR,Salaries,Payroll,52940,USD,Fixed,52596,344,0.7,COO,Paid,HR - Salaries expense
2025-02-09,HR,Salaries,Payroll,79551,USD,Fixed,90800,-11249,-12.4,Department_Head,Approved,HR - Salaries expense
2025-02-09,IT,Software_Licenses,Subscription,5451,USD,Fixed,5833,-382,-6.5,COO,Paid,IT - Software_Licenses expense
2025-02-09,IT,Software_Licenses,Subscription,4586,USD,Fixed,4814,-228,-4.7,COO,Paid,IT - Software_Licenses expense
2025-02-10,Marketing,Events,Events,10859,USD,Variable,11204,-345,-3.1,CFO,Pending,Marketing - Events expense
2025-02-10,Operations,Supplies,Supplies,6494,USD,Fixed,6714,-220,-3.3,CFO,Paid,Operations - Supplies expense
2025-02-10,IT,Software_Licenses,Subscription,2796,USD,Fixed,2883,-87,-3.0,COO,Paid,IT - Software_Licenses expense
2025-02-11,Operations,Equipment,Tools,43124,USD,Capital,41949,1175,2.8,Department_Head,Paid,Operations - Equipment expense
2025-02-11,Logistics,Maintenance,Maintenance,11752,USD,Fixed,11432,320,2.8,COO,Paid,Logistics - Maintenance expense
2025-02-11,HR,Salaries,Payroll,82181,USD,Fixed,91229,-9048,-9.9,CFO,Paid,HR - Salaries expense
2025-02-11,Logistics,Warehouse_Rent,Warehouse_Rent,1064,USD,Variable,1126,-62,-5.5,CFO,Paid,Logistics - Warehouse_Rent expense
2025-02-11,IT,Hardware,Hardware,3251,USD,Variable,3712,-461,-12.4,Department_Head,Paid,IT - Hardware expense
2025-02-11,Operations,Equipment,Vehicles,26587,USD,Capital,27086,-499,-1.8,COO,Paid,Operations - Equipment expense
2025-02-12,IT,Support,Support,3463,USD,Variable,3893,-430,-11.0,CFO,Pending,IT - Support expense
2025-02-12,IT,Hardware,Hardware,7867,USD,Variable,8718,-851,-9.8,COO,Paid,IT - Hardware expense
2025-02-12,HR,Recruitment,Recruitment,11953,USD,Variable,13359,-1406,-10.5,COO,Paid,HR - Recruitment expense
2025-02-12,Sales,Commissions,Commissions,6437,USD,Variable,6788,-351,-5.2,COO,Approved,Sales - Commissions expense
2025-02-13,IT,Cloud_Services,Subscription,3878,USD,Fixed,4237,-359,-8.5,Department_Head,Paid,IT - Cloud_Services expense
2025-02-13,Marketing,Digital_Marketing,Digital_Marketing,7863,USD,Fixed,8000,-137,-1.7,Department_Head,Paid,Marketing - Digital_Marketing expense
2025-02-14,IT,Support,Support,10817,USD,Fixed,11832,-1015,-8.6,COO,Paid,IT - Support expense
