date,region,route_id,origin_city,destination_city,carrier,fuel_used_l,fuel_price_per_l,delay_hr,delay_reason,shipment_volume_tons,on_time_delivery,temperature_controlled,distance_km
2025-02-17,East,R002,Boston,Philadelphia,MoveWest,705,1.47,0.9,None,47,Yes,No,581
2025-02-17,North,R002,Toronto,Montreal,QuickShip,692,1.47,0.2,None,52,Yes,No,743
2025-02-18,East,R001,New York,Boston,GoSouth,668,1.54,1.1,None,73,Yes,No,424
2025-02-18,East,R005,New York,Boston,QuickShip,780,1.54,0.5,None,49,Yes,Yes,847
2025-02-18,North,R005,Minneapolis,Detroit,GoSouth,700,1.45,0.9,None,54,Yes,Yes,315
2025-02-19,West,R005,Los Angeles,San Francisco,GoSouth,767,1.48,6.3,Weather,66,No,No,631
2025-02-19,West,R001,San Diego,Las Vegas,GoSouth,926,1.55,7.6,Weather,47,No,Yes,288
2025-02-19,North,R002,Minneapolis,Detroit,MoveWest,871,1.55,0.1,None,72,Yes,Yes,728
2025-02-20,East,R001,New York,Washington,MoveWest,757,1.35,1.1,None,66,Yes,No,303
2025-02-21,East,R004,Boston,Philadelphia,QuickShip,942,1.43,2.8,Traffic,75,No,Yes,424
2025-02-21,South,R003,Houston,Dallas,FastFreight,783,1.47,4.4,Loading_Delay,58,No,No,801
2025-02-22,West,R002,San Diego,Las Vegas,NorthernHaul,819,1.58,0.7,None,75,Yes,Yes,739
2025-02-22,East,R005,Boston,Philadelphia,TransEast,750,1.45,1.4,None,67,Yes,No,631
2025-02-22,South,R003,Houston,Dallas,NorthernHaul,847,1.6,1.5,None,61,Yes,No,314
2025-02-23,West,R001,San Diego,Las Vegas,GoSouth,818,1.45,0.6,None,63,Yes,No,410
2025-02-24,West,R005,San Diego,Las Vegas,GoSouth,838,1.58,1.0,None,48,Yes,No,514
2025-02-25,East,R005,Boston,Philadelphia,MoveWest,940,1.53,1.1,None,52,Yes,Yes,738
2025-02-25,South,R005,Houston,Dallas,TransEast,797,1.42,0.7,None,58,Yes,Yes,608
2025-02-25,East,R001,Boston,Philadelphia,QuickShip,742,1.61,0.5,None,45,Yes,No,326
2025-02-25,North,R005,Minneapolis,Detroit,NorthernHaul,791,1.37,1.0,None,56,Yes,No,309
2025-02-26,West,R004,San Diego,Las Vegas,MoveWest,895,1.54,4.9,Mechanical,55,No,No,738
2025-02-26,South,R004,Houston,Dallas,FastFreight,919,1.43,4.2,Mechanical,57,No,No,830
2025-02-26,East,R003,New York,Boston,GoSouth,916,1.59,0.2,None,70,Yes,Yes,660
2025-02-26,East,R002,Boston,Philadelphia,TransEast,694,1.36,0.0,None,48,Yes,No,815
2025-02-27,East,R004,New York,Washington,QuickShip,845,1.38,0.1,None,50,Yes,No,365
2025-02-28,South,R003,Miami,Atlanta,FastFreight,852,1.47,4.4,Loading_Delay,68,No,No,321
2025-02-28,West,R002,San Diego,Las Vegas,FastFreight,873,1.45,1.3,None,54,Yes,No,374
2025-02-28,South,R005,New Orleans,Memphis,TransEast,819,1.52,0.8,None,70,Yes,No,313
2025-03-01,West,R005,Los Angeles,San Francisco,TransEast,944,1.58,0.8,None,51,Yes,No,369
2025-03-01,North,R001,Minneapolis,Detroit,QuickShip,872,1.58,0.6,None,50,Yes,No,655
2025-03-01,East,R004,New York,Boston,QuickShip,702,1.51,1.1,None,60,Yes,No,782
2025-03-02,West,R003,Seattle,Portland,GoSouth,878,1.53,0.3,None,67,Yes,No,340
2025-03-02,North,R005,Chicago,Milwaukee,MoveWest,764,1.62,6.8,Weather,69,No,No,575
2025-03-03,East,R003,New York,Washington,QuickShip,769,1.63,0.4,None,56,Yes,No,635
2025-03-03,West,R003,Seattle,Portland,GoSouth,804,1.35,4.7,Traffic,61,No,No,556
2025-03-04,West,R003,Los Angeles,San Francisco,NorthernHaul,684,1.65,0.2,None,52,Yes,No,331
2025-03-04,East,R004,New York,Boston,QuickShip,939,1.41,0.6,None,58,Yes,No,845
2025-03-05,North,R001,Chicago,Milwaukee,MoveWest,676,1.52,1.5,None,72,Yes,Yes,514
2025-03-05,West,R003,Los Angeles,San Francisco,MoveWest,868,1.65,0.3,None,67,Yes,No,276
2025-03-05,South,R005,Houston,Dallas,NorthernHaul,882,1.59,0.8,None,75,Yes,No,361
2025-03-06,West,R004,Seattle,Portland,NorthernHaul,707,1.65,1.4,None,72,Yes,No,828
2025-03-07,West,R001,San Diego,Las Vegas,QuickShip,651,1.54,0.6,None,66,Yes,No,695
2025-03-07,North,R003,Minneapolis,Detroit,QuickShip,788,1.41,0.3,None,74,Yes,No,626
2025-03-07,South,R004,Miami,Atlanta,TransEast,941,1.62,1.3,None,52,Yes,Yes,633
2025-03-08,South,R001,Miami,Atlanta,NorthernHaul,773,1.43,7.6,Loading_Delay,64,No,Yes,791
2025-03-08,East,R003,Boston,Philadelphia,GoSouth,687,1.38,1.3,None,67,Yes,No,591
2025-03-08,East,R005,New York,Boston,NorthernHaul,917,1.5,6.6,Weather,67,No,No,262
2025-03-09,South,R001,Houston,Dallas,NorthernHaul,673,1.5,0.3,None,55,Yes,No,714
2025-03-09,South,R003,Miami,Atlanta,QuickShip,657,1.51,0.5,None,48,Yes,Yes,828
2025-03-09,South,R005,New Orleans,Memphis,GoSouth,780,1.45,1.3,None,74,Yes,Yes,832
2025-03-09,South,R004,Houston,Dallas,NorthernHaul,859,1.36,5.2,Traffic,62,No,Yes,329
2025-03-10,East,R004,Boston,Philadelphia,FastFreight,884,1.43,1.3,None,61,Yes,No,809
2025-03-10,North,R002,Chicago,Milwaukee,MoveWest,701,1.59,0.4,None,68,Yes,No,688
2025-03-10,North,R003,Minneapolis,Detroit,TransEast,782,1.37,1.2,None,61,Yes,Yes,737
2025-03-11,East,R002,Boston,Philadelphia,QuickShip,693,1.65,1.1,None,48,Yes,Yes,672
2025-03-11,North,R004,Chicago,Milwaukee,TransEast,764,1.56,0.9,None,55,Yes,No,703
2025-03-11,East,R004,New York,Boston,TransEast,911,1.54,1.0,None,51,Yes,Yes,810
2025-03-12,East,R005,New York,Washington,QuickShip,751,1.49,1.2,None,70,Yes,No,782
2025-03-12,North,R005,Toronto,Montreal,MoveWest,806,1.62,0.5,None,46,Yes,Yes,724
2025-03-12,North,R005,Chicago,Milwaukee,GoSouth,874,1.43,6.1,Loading_Delay,70,No,No,501
2025-03-12,East,R005,New York,Washington,QuickShip,672,1.57,0.4,None,63,Yes,No,450
2025-03-13,West,R001,San Diego,Las Vegas,QuickShip,808,1.57,0.2,None,61,Yes,No,625
2025-03-14,North,R002,Toronto,Montreal,NorthernHaul,759,1.57,0.4,None,74,Yes,No,615
2025-03-15,North,R001,Toronto,Montreal,NorthernHaul,940,1.52,7.9,Mechanical,71,No,Yes,581
2025-03-15,West,R005,Seattle,Portland,MoveWest,735,1.5,0.1,None,59,Yes,No,631
2025-03-15,South,R004,Houston,Dallas,MoveWest,839,1.37,1.0,None,62,Yes,Yes,829
2025-03-15,East,R005,New York,Boston,GoSouth,912,1.53,0.8,None,60,Yes,No,603
2025-03-16,South,R004,Miami,Atlanta,TransEast,905,1.48,1.1,None,69,Yes,No,313
2025-03-16,East,R005,New York,Boston,TransEast,709,1.38,0.5,None,67,Yes,No,791
2025-03-16,North,R004,Toronto,Montreal,MoveWest,862,1.63,1.4,None,72,Yes,No,554
2025-03-17,North,R001,Chicago,Milwaukee,GoSouth,915,1.56,0.4,None,71,Yes,No,833
2025-03-17,West,R005,San Diego,Las Vegas,MoveWest,922,1.59,0.7,None,58,Yes,Yes,562
2025-03-17,South,R003,Miami,Atlanta,NorthernHaul,753,1.38,1.3,None,59,Yes,No,320
2025-03-17,East,R002,New York,Washington,GoSouth,810,1.6,1.5,None,60,Yes,No,373
2025-03-18,South,R005,Houston,Dallas,NorthernHaul,949,1.5,0.8,None,60,Yes,Yes,399
2025-03-19,East,R001,New York,Boston,MoveWest,902,1.41,0.5,None,68,Yes,Yes,720
2025-03-19,South,R004,Houston,Dallas,NorthernHaul,932,1.52,1.0,None,50,Yes,No,836
2025-03-19,West,R003,San Diego,Las Vegas,TransEast,706,1.45,0.9,None,49,Yes,No,462
2025-03-20,East,R005,Boston,Philadelphia,NorthernHaul,827,1.36,7.2,Weather,54,No,Yes,337
2025-03-20,South,R003,New Orleans,Memphis,MoveWest,714,1.38,1.5,None,59,Yes,No,415
2025-03-21,East,R005,New York,Boston,NorthernHaul,776,1.36,0.1,None,46,Yes,No,612
2025-03-22,South,R001,Miami,Atlanta,GoSouth,744,1.47,0.4,None,45,Yes,No,284
2025-03-22,East,R004,New York,Washington,TransEast,940,1.52,1.3,None,61,Yes,No,449
2025-03-22,North,R005,Minneapolis,Detroit,MoveWest,880,1.5,0.1,None,68,Yes,No,778
2025-03-22,South,R002,Houston,Dallas,TransEast,895,1.42,0.2,None,51,Yes,No,736
2025-03-23,East,R005,New York,Washington,TransEast,912,1.65,0.5,None,57,Yes,No,300
2025-03-23,West,R001,Seattle,Portland,FastFreight,935,1.37,0.1,None,74,Yes,No,801
2025-03-24,South,R001,Miami,Atlanta,FastFreight,822,1.46,3.7,Weather,70,No,Yes,312
2025-03-24,West,R004,Seattle,Portland,FastFreight,711,1.38,3.5,Mechanical,61,No,No,557
2025-03-24,West,R004,San Diego,Las Vegas,MoveWest,856,1.47,6.0,Mechanical,70,No,No,286
2025-03-24,North,R005,Minneapolis,Detroit,QuickShip,695,1.6,1.3,None,70,Yes,No,836
2025-03-25,South,R004,Houston,Dallas,QuickShip,662,1.44,0.2,None,67,Yes,No,503
2025-03-25,West,R004,Los Angeles,San Francisco,NorthernHaul,838,1.52,0.9,None,62,Yes,No,427
2025-03-25,West,R003,San Diego,Las Vegas,NorthernHaul,684,1.57,1.0,None,52,Yes,No,413
2025-03-26,East,R005,Boston,Philadelphia,GoSouth,678,1.49,0.4,None,64,Yes,No,808
2025-03-26,North,R001,Minneapolis,Detroit,GoSouth,837,1.55,3.9,Mechanical,53,No,No,595
2025-03-26,East,R005,New York,Washington,QuickShip,924,1.46,0.0,None,53,Yes,No,818
2025-03-27,South,R005,Houston,Dallas,FastFreight,849,1.58,3.7,Traffic,62,No,Yes,807
2025-03-27,East,R002,New York,Washington,MoveWest,903,1.63,0.6,None,75,Yes,No,579
2025-03-27,South,R002,Houston,Dallas,FastFreight,684,1.51,0.1,None,62,Yes,Yes,657
2025-03-27,East,R002,Boston,Philadelphia,QuickShip,893,1.63,6.2,Traffic,52,No,No,389
2025-03-28,South,R001,Miami,Atlanta,QuickShip,891,1.62,0.8,None,47,Yes,No,314
2025-03-28,South,R003,Miami,Atlanta,GoSouth,716,1.46,0.8,None,56,Yes,Yes,399
2025-03-28,South,R002,Houston,Dallas,TransEast,701,1.35,0.7,None,74,Yes,No,344
2025-03-29,North,R004,Toronto,Montreal,TransEast,940,1.38,0.2,None,68,Yes,No,526
2025-03-29,East,R004,New York,Boston,GoSouth,929,1.41,0.8,None,68,Yes,No,250
2025-03-30,South,R004,Miami,Atlanta,FastFreight,802,1.38,0.5,None,72,Yes,No,542
2025-03-31,North,R004,Toronto,Montreal,NorthernHaul,793,1.48,0.7,None,47,Yes,No,358
2025-03-31,South,R003,New Orleans,Memphis,NorthernHaul,911,1.64,0.7,None,45,Yes,No,664
2025-03-31,North,R001,Minneapolis,Detroit,MoveWest,714,1.65,0.3,None,54,Yes,No,330
2025-04-01,West,R004,San Diego,Las Vegas,NorthernHaul,860,1.52,0.2,None,50,Yes,No,618
2025-04-01,South,R001,Houston,Dallas,MoveWest,663,1.54,0.9,None,60,Yes,Yes,294
2025-04-01,West,R003,San Diego,Las Vegas,MoveWest,810,1.41,0.2,None,57,Yes,Yes,260
2025-04-02,South,R002,New Orleans,Memphis,QuickShip,654,1.47,0.3,None,57,Yes,No,341
2025-04-03,North,R001,Minneapolis,Detroit,MoveWest,933,1.64,5.7,Traffic,67,No,No,736
2025-04-03,North,R005,Minneapolis,Detroit,MoveWest,739,1.44,0.5,None,74,Yes,Yes,604
2025-04-03,North,R001,Chicago,Milwaukee,QuickShip,733,1.39,0.5,None,48,Yes,No,525
2025-04-03,South,R005,Houston,Dallas,QuickShip,904,1.5,1.3,None,47,Yes,Yes,369
2025-04-04,West,R004,Seattle,Portland,GoSouth,670,1.58,1.1,None,61,Yes,No,341
2025-04-04,South,R004,Miami,Atlanta,QuickShip,801,1.58,1.3,None,54,Yes,No,294
2025-04-04,North,R005,Minneapolis,Detroit,GoSouth,731,1.63,1.0,None,47,Yes,No,775
2025-04-05,South,R004,Miami,Atlanta,GoSouth,716,1.46,0.4,None,52,Yes,No,791
2025-04-05,East,R004,Boston,Philadelphia,GoSouth,736,1.4,0.5,None,57,Yes,Yes,603
2025-04-06,North,R003,Chicago,Milwaukee,QuickShip,723,1.44,0.7,None,53,Yes,No,776
2025-04-06,South,R003,Miami,Atlanta,NorthernHaul,903,1.65,0.9,None,62,Yes,No,387
2025-04-06,East,R002,Boston,Philadelphia,GoSouth,721,1.56,0.7,None,46,Yes,No,516
2025-04-07,North,R004,Minneapolis,Detroit,NorthernHaul,813,1.38,0.4,None,72,Yes,No,841
2025-04-07,North,R003,Minneapolis,Detroit,FastFreight,872,1.48,1.1,None,55,Yes,No,355
2025-04-08,East,R002,Boston,Philadelphia,FastFreight,900,1.36,0.7,None,66,Yes,No,644
2025-04-08,North,R005,Chicago,Milwaukee,TransEast,790,1.39,0.0,None,55,Yes,Yes,533
2025-04-08,East,R001,Boston,Philadelphia,MoveWest,941,1.44,0.8,None,68,Yes,No,514
2025-04-09,West,R002,Seattle,Portland,GoSouth,758,1.39,0.5,None,54,Yes,Yes,310
2025-04-09,North,R003,Minneapolis,Detroit,TransEast,937,1.37,0.6,None,61,Yes,No,601
2025-04-09,North,R005,Toronto,Montreal,NorthernHaul,803,1.43,0.9,None,69,Yes,No,613
2025-04-09,West,R005,San Diego,Las Vegas,FastFreight,935,1.41,1.5,None,49,Yes,Yes,345
2025-04-10,East,R002,New York,Washington,MoveWest,933,1.45,0.5,None,47,Yes,Yes,813
2025-04-10,East,R003,Boston,Philadelphia,NorthernHaul,717,1.37,1.1,None,65,Yes,Yes,637
2025-04-10,South,R005,Houston,Dallas,TransEast,750,1.46,1.3,None,55,Yes,Yes,535
2025-04-10,South,R004,Miami,Atlanta,GoSouth,718,1.42,0.5,None,65,Yes,Yes,598
2025-04-11,North,R003,Minneapolis,Detroit,TransEast,745,1.65,1.4,None,68,Yes,No,634
2025-04-11,West,R003,San Diego,Las Vegas,NorthernHaul,663,1.41,1.2,None,56,Yes,Yes,682
2025-04-12,East,R002,New York,Washington,NorthernHaul,924,1.48,0.3,None,75,Yes,No,501
2025-04-13,West,R003,Seattle,Portland,GoSouth,913,1.53,2.5,Loading_Delay,64,No,No,589
2025-04-13,West,R004,Seattle,Portland,QuickShip,702,1.44,2.2,Loading_Delay,62,No,Yes,720
2025-04-13,East,R003,New York,Washington,QuickShip,706,1.53,0.3,None,63,Yes,Yes,744
2025-04-14,North,R004,Chicago,Milwaukee,FastFreight,799,1.49,6.3,Loading_Delay,56,No,No,566
2025-04-14,East,R003,New York,Boston,TransEast,895,1.42,0.6,None,45,Yes,No,448
2025-04-14,West,R003,Seattle,Portland,QuickShip,873,1.57,2.8,Loading_Delay,46,No,No,797
2025-04-15,North,R003,Chicago,Milwaukee,TransEast,789,1.38,0.1,None,63,Yes,Yes,328
2025-04-15,North,R003,Minneapolis,Detroit,QuickShip,715,1.61,0.6,None,50,Yes,Yes,321
2025-04-15,South,R003,Miami,Atlanta,QuickShip,923,1.55,0.7,None,46,Yes,No,623
2025-04-15,West,R003,Los Angeles,San Francisco,MoveWest,839,1.6,0.6,None,48,Yes,No,733
2025-04-16,West,R005,Seattle,Portland,NorthernHaul,847,1.47,0.1,None,65,Yes,No,842
2025-04-17,North,R001,Minneapolis,Detroit,GoSouth,914,1.61,0.4,None,72,Yes,No,401
2025-04-17,South,R004,Houston,Dallas,NorthernHaul,932,1.59,0.6,None,66,Yes,No,771
2025-04-17,West,R003,Los Angeles,San Francisco,FastFreight,735,1.54,1.2,None,46,Yes,No,389
2025-04-17,West,R001,San Diego,Las Vegas,TransEast,811,1.39,7.9,Weather,59,No,Yes,318
2025-04-18,South,R002,New Orleans,Memphis,NorthernHaul,904,1.5,0.1,None,67,Yes,No,434
2025-04-18,South,R005,Miami,Atlanta,QuickShip,933,1.63,0.7,None,58,Yes,No,278
2025-04-18,South,R001,Miami,Atlanta,TransEast,877,1.53,0.9,None,53,Yes,No,764
2025-04-18,North,R003,Chicago,Milwaukee,TransEast,676,1.52,3.2,Weather,75,No,No,614
2025-04-19,North,R005,Chicago,Milwaukee,GoSouth,925,1.62,0.6,None,47,Yes,No,662
2025-04-19,East,R005,Boston,Philadelphia,FastFreight,850,1.62,2.5,Mechanical,56,No,No,320
2025-04-20,West,R003,Seattle,Portland,TransEast,862,1.52,1.3,None,74,Yes,No,306
2025-04-21,East,R004,Boston,Philadelphia,QuickShip,805,1.57,0.4,None,63,Yes,No,413
2025-04-21,South,R003,Houston,Dallas,FastFreight,945,1.65,0.8,None,74,Yes,No,678
2025-04-21,North,R004,Minneapolis,Detroit,FastFreight,928,1.63,1.4,None,66,Yes,No,347
2025-04-21,North,R005,Chicago,Milwaukee,NorthernHaul,688,1.61,0.8,None,71,Yes,No,766
2025-04-22,East,R004,Boston,Philadelphia,NorthernHaul,737,1.41,1.0,None,69,Yes,Yes,727
2025-04-22,East,R001,Boston,Philadelphia,TransEast,773,1.57,1.2,None,65,Yes,No,722
2025-04-22,South,R003,Miami,Atlanta,NorthernHaul,764,1.48,0.0,None,57,Yes,Yes,338
2025-04-22,North,R004,Chicago,Milwaukee,MoveWest,718,1.55,0.1,None,57,Yes,Yes,270
2025-04-23,North,R004,Chicago,Milwaukee,NorthernHaul,733,1.58,0.5,None,57,Yes,No,454
2025-04-24,South,R005,Miami,Atlanta,GoSouth,891,1.61,0.8,None,69,Yes,No,760
2025-04-24,North,R002,Minneapolis,Detroit,NorthernHaul,744,1.37,0.9,None,65,Yes,No,521
2025-04-24,South,R003,Miami,Atlanta,NorthernHaul,731,1.59,0.0,None,62,Yes,No,423
2025-04-25,East,R002,New York,Boston,NorthernHaul,743,1.51,0.8,None,49,Yes,No,597
2025-04-25,East,R005,New York,Washington,MoveWest,868,1.54,0.7,None,68,Yes,No,683
2025-04-25,East,R001,New York,Washington,QuickShip,830,1.52,0.5,None,58,Yes,Yes,371
2025-04-26,East,R005,New York,Washington,MoveWest,654,1.53,0.1,None,69,Yes,No,428
2025-04-26,East,R004,New York,Boston,MoveWest,700,1.43,5.7,Traffic,52,No,No,673
2025-04-26,East,R001,Boston,Philadelphia,GoSouth,868,1.62,0.9,None,57,Yes,No,327
2025-04-27,West,R002,Seattle,Portland,QuickShip,782,1.45,1.3,None,65,Yes,No,666
2025-04-27,North,R004,Minneapolis,Detroit,TransEast,897,1.42,0.6,None,72,Yes,Yes,296
2025-04-27,East,R001,New York,Washington,FastFreight,902,1.57,1.3,None,69,Yes,No,296
2025-04-27,East,R001,New York,Boston,GoSouth,809,1.6,1.0,None,75,Yes,Yes,269
2025-04-28,South,R001,New Orleans,Memphis,MoveWest,870,1.58,0.0,None,73,Yes,No,711
2025-04-28,South,R003,New Orleans,Memphis,FastFreight,707,1.54,6.5,Weather,51,No,No,252
2025-04-28,South,R002,Miami,Atlanta,TransEast,888,1.51,0.9,None,72,Yes,No,710
2025-04-29,North,R004,Chicago,Milwaukee,NorthernHaul,688,1.57,1.3,None,53,Yes,Yes,470
2025-04-29,South,R003,Miami,Atlanta,TransEast,806,1.59,0.9,None,57,Yes,No,283
2025-04-29,North,R005,Minneapolis,Detroit,GoSouth,934,1.48,0.7,None,59,Yes,No,660
2025-04-29,South,R004,New Orleans,Memphis,MoveWest,875,1.53,1.5,None,47,Yes,Yes,700
2025-04-30,South,R003,Miami,Atlanta,TransEast,885,1.43,0.6,None,70,Yes,Yes,534
2025-04-30,North,R001,Chicago,Milwaukee,GoSouth,663,1.41,4.9,Mechanical,68,No,Yes,774
2025-05-01,West,R001,Seattle,Portland,QuickShip,742,1.55,1.1,None,64,Yes,No,324
2025-05-01,South,R002,New Orleans,Memphis,TransEast,858,1.46,0.4,None,49,Yes,No,380
2025-05-02,East,R001,Boston,Philadelphia,QuickShip,797,1.36,1.5,None,64,Yes,Yes,545
2025-05-02,East,R005,New York,Boston,QuickShip,930,1.4,0.6,None,74,Yes,Yes,303
2025-05-02,East,R002,New York,Washington,MoveWest,677,1.45,1.0,None,60,Yes,Yes,512
2025-05-02,North,R001,Chicago,Milwaukee,TransEast,684,1.47,6.4,Traffic,55,No,No,806
2025-05-03,North,R003,Minneapolis,Detroit,TransEast,721,1.49,0.4,None,63,Yes,No,587
2025-05-03,East,R005,Boston,Philadelphia,QuickShip,913,1.46,1.0,None,72,Yes,Yes,277
2025-05-03,West,R003,Seattle,Portland,QuickShip,777,1.62,0.9,None,73,Yes,Yes,612
2025-05-03,East,R003,New York,Boston,NorthernHaul,893,1.46,0.2,None,50,Yes,Yes,259
2025-05-04,West,R002,Seattle,Portland,QuickShip,767,1.54,0.2,None,68,Yes,No,344
2025-05-05,West,R001,San Diego,Las Vegas,MoveWest,926,1.61,0.7,None,72,Yes,Yes,783
2025-05-06,North,R002,Toronto,Montreal,TransEast,680,1.61,0.2,None,64,Yes,No,496
2025-05-07,South,R005,New Orleans,Memphis,TransEast,680,1.38,1.5,None,73,Yes,No,574
2025-05-07,North,R001,Toronto,Montreal,TransEast,659,1.42,0.6,None,57,Yes,No,529
2025-05-08,South,R003,Houston,Dallas,TransEast,662,1.46,3.3,Mechanical,52,No,No,641
2025-05-08,South,R005,Miami,Atlanta,QuickShip,880,1.59,0.1,None,70,Yes,No,511
2025-05-08,South,R003,Miami,Atlanta,GoSouth,763,1.61,2.2,Weather,66,No,No,735
2025-05-09,East,R002,New York,Boston,FastFreight,804,1.61,0.2,None,67,Yes,Yes,829
2025-05-09,West,R004,Los Angeles,San Francisco,FastFreight,703,1.55,1.4,None,48,Yes,No,613
2025-05-09,West,R003,Seattle,Portland,GoSouth,883,1.51,0.0,None,48,Yes,No,399
2025-05-10,East,R003,New York,Washington,TransEast,683,1.55,0.3,None,49,Yes,Yes,693
2025-05-10,East,R001,New York,Washington,FastFreight,662,1.44,0.3,None,67,Yes,Yes,787
2025-05-11,North,R003,Chicago,Milwaukee,MoveWest,742,1.42,0.5,None,72,Yes,No,762
2025-05-12,East,R004,Boston,Philadelphia,NorthernHaul,676,1.57,0.2,None,69,Yes,Yes,450
2025-05-12,South,R002,New Orleans,Memphis,NorthernHaul,762,1.5,1.2,None,63,Yes,No,692
2025-05-12,South,R002,Houston,Dallas,TransEast,768,1.44,0.3,None,63,Yes,No,453
2025-05-12,North,R002,Chicago,Milwaukee,MoveWest,917,1.42,1.0,None,66,Yes,No,657
2025-05-13,East,R005,New York,Washington,FastFreight,897,1.51,1.0,None,60,Yes,No,609
2025-05-13,North,R004,Chicago,Milwaukee,MoveWest,801,1.62,0.6,None,51,Yes,Yes,780
2025-05-14,West,R004,Los Angeles,San Francisco,GoSouth,929,1.5,1.2,None,57,Yes,No,424
2025-05-14,West,R003,San Diego,Las Vegas,NorthernHaul,904,1.39,1.3,None,68,Yes,No,850
2025-05-14,West,R005,Los Angeles,San Francisco,FastFreight,933,1.57,1.0,None,60,Yes,No,786
2025-05-14,South,R002,New Orleans,Memphis,QuickShip,814,1.36,0.3,None,47,Yes,Yes,829
2025-05-15,West,R001,San Diego,Las Vegas,MoveWest,696,1.57,0.9,None,68,Yes,No,846
2025-05-16,South,R003,Houston,Dallas,TransEast,897,1.52,0.7,None,71,Yes,No,334
2025-05-16,West,R002,Los Angeles,San Francisco,TransEast,891,1.44,1.1,None,47,Yes,Yes,741
2025-05-16,North,R001,Chicago,Milwaukee,FastFreight,828,1.42,6.0,Loading_Delay,48,No,Yes,615
2025-05-17,North,R001,Toronto,Montreal,NorthernHaul,924,1.36,0.7,None,73,Yes,No,337
2025-05-17,South,R003,Houston,Dallas,QuickShip,901,1.38,0.2,None,46,Yes,No,359
2025-05-17,East,R003,New York,Boston,QuickShip,775,1.5,1.1,None,73,Yes,No,376
2025-05-17,South,R003,Houston,Dallas,MoveWest,821,1.63,1.2,None,48,Yes,No,561
2025-05-18,North,R005,Toronto,Montreal,MoveWest,672,1.36,1.2,None,49,Yes,No,760
2025-05-18,North,R001,Minneapolis,Detroit,TransEast,681,1.55,1.1,None,52,Yes,No,377
2025-05-18,West,R003,San Diego,Las Vegas,FastFreight,692,1.38,0.2,None,74,Yes,Yes,276
2025-05-18,West,R004,Seattle,Portland,FastFreight,764,1.42,0.9,None,54,Yes,No,302
2025-05-19,North,R004,Minneapolis,Detroit,FastFreight,753,1.42,0.6,None,66,Yes,Yes,609
2025-05-19,North,R004,Chicago,Milwaukee,NorthernHaul,803,1.61,0.6,None,73,Yes,No,753
2025-05-20,West,R001,San Diego,Las Vegas,GoSouth,848,1.5,1.0,None,65,Yes,Yes,752
2025-05-20,East,R005,New York,Boston,GoSouth,860,1.62,0.2,None,68,Yes,No,475
2025-05-20,South,R001,New Orleans,Memphis,TransEast,819,1.37,0.3,None,46,Yes,Yes,696
2025-05-20,South,R005,New Orleans,Memphis,FastFreight,815,1.4,0.7,None,67,Yes,No,792
2025-05-21,South,R004,Miami,Atlanta,NorthernHaul,681,1.45,0.8,None,54,Yes,No,530
2025-05-21,East,R005,New York,Boston,NorthernHaul,949,1.59,0.6,None,60,Yes,No,507
2025-05-21,West,R002,San Diego,Las Vegas,FastFreight,771,1.56,0.6,None,63,Yes,No,452
2025-05-22,East,R005,New York,Boston,NorthernHaul,776,1.42,0.7,None,60,Yes,No,298
2025-05-23,North,R005,Chicago,Milwaukee,GoSouth,917,1.47,0.9,None,55,Yes,No,500
2025-05-23,North,R005,Minneapolis,Detroit,FastFreight,864,1.61,0.6,None,47,Yes,No,837
2025-05-23,West,R004,Seattle,Portland,GoSouth,827,1.36,1.2,None,51,Yes,No,652
2025-05-24,West,R002,Los Angeles,San Francisco,QuickShip,711,1.38,1.1,None,58,Yes,No,773
2025-05-24,South,R002,New Orleans,Memphis,GoSouth,882,1.41,3.9,Loading_Delay,74,No,No,572
2025-05-25,West,R002,Seattle,Portland,NorthernHaul,671,1.52,7.9,Loading_Delay,45,No,No,651
2025-05-25,West,R003,Seattle,Portland,QuickShip,860,1.37,1.0,None,46,Yes,No,320
2025-05-26,East,R002,New York,Boston,NorthernHaul,889,1.64,1.1,None,66,Yes,No,345
2025-05-27,North,R002,Chicago,Milwaukee,GoSouth,850,1.54,0.7,None,69,Yes,Yes,420
2025-05-28,East,R004,New York,Washington,FastFreight,669,1.5,0.7,None,64,Yes,No,263
2025-05-29,North,R003,Minneapolis,Detroit,NorthernHaul,782,1.5,0.5,None,71,Yes,No,560
2025-05-30,South,R001,Miami,Atlanta,NorthernHaul,691,1.51,4.3,Loading_Delay,62,No,Yes,459
2025-05-30,East,R005,New York,Washington,NorthernHaul,832,1.63,0.8,None,67,Yes,Yes,506
2025-05-30,West,R001,Seattle,Portland,MoveWest,687,1.56,1.1,None,52,Yes,No,548
2025-05-31,East,R004,Boston,Philadelphia,TransEast,734,1.64,1.0,None,48,Yes,No,578
2025-05-31,West,R003,Seattle,Portland,MoveWest,929,1.43,3.0,Mechanical,75,No,No,786
2025-05-31,East,R002,New York,Washington,NorthernHaul,851,1.64,3.3,Weather,47,No,No,413
2025-06-01,South,R001,Miami,Atlanta,QuickShip,788,1.65,0.2,None,58,Yes,No,697
2025-06-01,North,R004,Toronto,Montreal,QuickShip,667,1.37,0.4,None,54,Yes,No,262
2025-06-02,South,R001,New Orleans,Memphis,TransEast,761,1.61,0.4,None,45,Yes,No,484
